customer_id,age,sex,marital_status,job,employment_duration,housing,guarantors,num_dependants,checking_status,savings_status,amount,duration,purpose,credit_history,installment_rate,risk_label
584,33,male,single,unskilled employee,< 1 year,rent,none,1,0 - 200 DM,< 100 DM,2384,36,repairs,existing credits paid back duly,4.0,1
585,52,female,non-single/single,highly skilled employee,> 7 years,for free,none,1,no account,unknown/no savings,2133,12,car (new),existing credits paid back duly,4.0,0
586,20,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,< 0 DM,< 100 DM,2039,18,furniture/equipment,existing credits paid back duly,1.0,1
587,36,male,single,skilled employee,1 - 4 years,rent,none,2,< 0 DM,< 100 DM,2799,9,car (new),critical account/other credits existing (outside this bank),2.0,0
588,21,male,single,unskilled employee,1 - 4 years,own,gurantor,1,< 0 DM,< 100 DM,1289,12,furniture/equipment,existing credits paid back duly,4.0,0
589,47,male,married/widowed,unskilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,1217,18,domestic appliance,existing credits paid back duly,4.0,1
590,60,male,single,skilled employee,> 7 years,own,none,1,< 0 DM,< 100 DM,2246,12,furniture/equipment,critical account/other credits existing (outside this bank),3.0,1
591,58,female,non-single/single,unskilled employee,4 - 7 years,own,none,1,< 0 DM,< 100 DM,385,12,radio/television,critical account/other credits existing (outside this bank),4.0,0
592,42,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,0 - 200 DM,unknown/no savings,1965,24,car (new),delay paying off in the past,4.0,0
593,36,female,non-single/single,unskilled employee,> 7 years,own,none,1,no account,"> 1,000 DM",1572,21,business,existing credits paid back duly,4.0,0
594,20,female,non-single/single,unskilled employee,1 - 4 years,rent,none,1,0 - 200 DM,< 100 DM,2718,24,car (new),existing credits paid back duly,3.0,1
595,40,male,single,highly skilled employee,> 7 years,own,none,1,< 0 DM,unknown/no savings,1358,24,other,all credits at this bank paid back duly,4.0,1
596,32,female,non-single/single,unskilled employee,< 1 year,own,none,1,0 - 200 DM,100 - 500 DM,931,6,car (new),all credits at this bank paid back duly,1.0,1
597,23,female,non-single/single,skilled employee,4 - 7 years,rent,none,1,< 0 DM,< 100 DM,1442,24,car (new),existing credits paid back duly,4.0,1
598,36,male,single,unskilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,4241,24,business,no credits/paid back duly,1.0,1
599,31,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,2775,18,car (new),critical account/other credits existing (outside this bank),2.0,1
600,32,male,single,skilled employee,1 - 4 years,for free,none,1,no account,< 100 DM,3863,24,business,delay paying off in the past,1.0,0
601,45,female,non-single/single,skilled employee,< 1 year,own,gurantor,1,0 - 200 DM,< 100 DM,2329,7,radio/television,existing credits paid back duly,1.0,0
602,30,female,non-single/single,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,918,9,furniture/equipment,existing credits paid back duly,4.0,1
603,34,female,non-single/single,unskilled employee,4 - 7 years,for free,none,1,0 - 200 DM,< 100 DM,1837,24,education,all credits at this bank paid back duly,4.0,1
604,28,female,non-single/single,highly skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,3349,36,furniture/equipment,existing credits paid back duly,4.0,1
605,23,female,non-single/single,skilled employee,< 1 year,own,none,1,>= 200 DM,< 100 DM,1275,10,furniture/equipment,existing credits paid back duly,4.0,0
606,22,male,single,skilled employee,1 - 4 years,own,none,1,< 0 DM,"500 - 1,000 DM",2828,24,furniture/equipment,all credits at this bank paid back duly,4.0,0
607,74,male,single,highly skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,4526,24,business,critical account/other credits existing (outside this bank),3.0,0
608,50,female,non-single/single,skilled employee,1 - 4 years,for free,co-applicant,1,0 - 200 DM,100 - 500 DM,2671,36,radio/television,existing credits paid back duly,4.0,1
609,33,male,single,skilled employee,< 1 year,own,none,1,no account,< 100 DM,2051,18,radio/television,existing credits paid back duly,4.0,0
610,45,male,single,skilled employee,> 7 years,for free,none,2,no account,unknown/no savings,1300,15,car (used),existing credits paid back duly,4.0,0
611,22,female,non-single/single,skilled employee,unemployed,own,none,1,< 0 DM,100 - 500 DM,741,12,domestic appliance,existing credits paid back duly,4.0,1
612,48,female,non-single/single,unskilled employee,> 7 years,for free,none,2,>= 200 DM,100 - 500 DM,1240,10,car (new),existing credits paid back duly,1.0,1
613,29,female,non-single/single,skilled employee,< 1 year,own,none,1,< 0 DM,"> 1,000 DM",3357,21,radio/television,existing credits paid back duly,4.0,0
614,22,female,non-single/single,skilled employee,1 - 4 years,rent,gurantor,1,< 0 DM,< 100 DM,3632,24,car (used),all credits at this bank paid back duly,1.0,0
615,22,female,non-single/single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,1808,18,furniture/equipment,delay paying off in the past,4.0,1
616,48,male,single,highly skilled employee,1 - 4 years,own,none,1,0 - 200 DM,unknown/no savings,12204,48,business,no credits/paid back duly,2.0,0
617,27,male,single,highly skilled employee,1 - 4 years,for free,none,1,0 - 200 DM,unknown/no savings,9157,60,radio/television,delay paying off in the past,2.0,0
618,37,male,single,skilled employee,1 - 4 years,rent,none,2,< 0 DM,< 100 DM,3676,6,car (new),critical account/other credits existing (outside this bank),1.0,0
619,21,female,non-single/single,skilled employee,1 - 4 years,rent,co-applicant,1,0 - 200 DM,100 - 500 DM,3441,30,furniture/equipment,existing credits paid back duly,2.0,1
620,49,male,divorved/separated,unskilled employee,1 - 4 years,own,none,1,no account,< 100 DM,640,12,car (new),existing credits paid back duly,4.0,0
621,27,male,single,skilled employee,4 - 7 years,own,none,1,0 - 200 DM,< 100 DM,3652,21,business,critical account/other credits existing (outside this bank),2.0,0
622,32,male,single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1530,18,car (new),critical account/other credits existing (outside this bank),3.0,1
623,38,male,divorved/separated,skilled employee,1 - 4 years,own,none,1,no account,unknown/no savings,3914,48,business,existing credits paid back duly,4.0,1
624,22,female,non-single/single,skilled employee,< 1 year,rent,none,1,< 0 DM,< 100 DM,1858,12,furniture/equipment,existing credits paid back duly,4.0,0
625,65,male,single,skilled employee,1 - 4 years,for free,none,1,< 0 DM,< 100 DM,2600,18,radio/television,existing credits paid back duly,4.0,1
626,35,male,single,skilled employee,> 7 years,own,none,1,no account,unknown/no savings,1979,15,radio/television,existing credits paid back duly,4.0,0
627,41,male,single,skilled employee,1 - 4 years,own,none,1,>= 200 DM,< 100 DM,2116,6,furniture/equipment,existing credits paid back duly,2.0,0
628,29,male,single,skilled employee,4 - 7 years,own,none,1,0 - 200 DM,100 - 500 DM,1437,9,car (new),all credits at this bank paid back duly,2.0,1
629,36,male,single,skilled employee,1 - 4 years,own,none,1,no account,"500 - 1,000 DM",4042,42,furniture/equipment,critical account/other credits existing (outside this bank),4.0,0
630,64,male,single,unskilled employee,> 7 years,own,none,1,no account,unknown/no savings,3832,9,education,existing credits paid back duly,1.0,0
631,28,female,non-single/single,skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,3660,24,radio/television,existing credits paid back duly,2.0,0
632,44,male,single,skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,1553,18,furniture/equipment,all credits at this bank paid back duly,4.0,1
633,23,male,single,skilled employee,< 1 year,own,none,1,0 - 200 DM,unknown/no savings,1444,15,radio/television,existing credits paid back duly,4.0,0
634,19,female,non-single/single,skilled employee,< 1 year,rent,co-applicant,1,no account,< 100 DM,1980,9,furniture/equipment,existing credits paid back duly,2.0,1
635,25,female,non-single/single,unskilled employee,< 1 year,own,none,1,0 - 200 DM,< 100 DM,1355,24,car (new),existing credits paid back duly,3.0,1
636,47,male,single,skilled employee,> 7 years,own,none,2,no account,< 100 DM,1393,12,education,existing credits paid back duly,4.0,0
637,28,female,non-single/single,skilled employee,4 - 7 years,own,none,1,no account,"500 - 1,000 DM",1376,24,radio/television,existing credits paid back duly,4.0,0
638,21,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,15653,60,radio/television,delay paying off in the past,2.0,0
639,34,female,non-single/single,skilled employee,< 1 year,own,none,2,no account,< 100 DM,1493,12,radio/television,existing credits paid back duly,4.0,0
640,26,male,single,skilled employee,4 - 7 years,own,none,2,< 0 DM,< 100 DM,4370,42,radio/television,delay paying off in the past,3.0,1
641,27,female,non-single/single,unemployed,unemployed,own,none,1,< 0 DM,< 100 DM,750,18,education,existing credits paid back duly,4.0,1
642,38,male,single,unskilled employee,> 7 years,own,none,1,0 - 200 DM,< 100 DM,1308,15,repairs,existing credits paid back duly,4.0,0
643,40,male,single,highly skilled employee,1 - 4 years,own,none,1,no account,100 - 500 DM,4623,15,education,existing credits paid back duly,3.0,1
644,33,male,married/widowed,skilled employee,4 - 7 years,own,gurantor,1,no account,< 100 DM,1851,24,radio/television,critical account/other credits existing (outside this bank),4.0,0
645,32,male,married/widowed,highly skilled employee,4 - 7 years,own,none,1,< 0 DM,< 100 DM,1880,18,radio/television,critical account/other credits existing (outside this bank),4.0,0
646,27,male,single,skilled employee,< 1 year,rent,none,1,no account,unknown/no savings,7980,36,business,delay paying off in the past,4.0,1
647,32,male,divorved/separated,skilled employee,1 - 4 years,own,gurantor,1,< 0 DM,< 100 DM,4583,30,furniture/equipment,no credits/paid back duly,2.0,0
648,26,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,"500 - 1,000 DM",1386,12,car (new),existing credits paid back duly,2.0,1
649,38,male,single,skilled employee,4 - 7 years,for free,none,2,>= 200 DM,< 100 DM,947,24,car (new),existing credits paid back duly,4.0,1
650,40,male,single,unskilled employee,1 - 4 years,rent,none,2,< 0 DM,< 100 DM,684,12,education,existing credits paid back duly,4.0,1
651,50,male,single,highly skilled employee,4 - 7 years,for free,none,1,< 0 DM,< 100 DM,7476,48,education,existing credits paid back duly,4.0,0
652,37,male,single,unskilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,1922,12,furniture/equipment,existing credits paid back duly,4.0,1
653,45,male,single,skilled employee,> 7 years,own,co-applicant,1,< 0 DM,< 100 DM,2303,24,car (new),existing credits paid back duly,4.0,1
654,42,male,single,highly skilled employee,> 7 years,own,none,1,0 - 200 DM,100 - 500 DM,8086,36,car (new),delay paying off in the past,2.0,1
655,35,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,2346,24,car (used),critical account/other credits existing (outside this bank),4.0,0
656,22,male,single,skilled employee,unemployed,for free,none,1,< 0 DM,< 100 DM,3973,14,car (new),existing credits paid back duly,1.0,0
657,41,male,single,unskilled employee,> 7 years,own,none,2,0 - 200 DM,< 100 DM,888,12,car (new),existing credits paid back duly,4.0,1
658,37,male,single,skilled employee,4 - 7 years,own,none,1,no account,unknown/no savings,10222,48,radio/television,existing credits paid back duly,4.0,0
659,28,female,non-single/single,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,4221,30,business,no credits/paid back duly,2.0,0
660,41,male,single,skilled employee,> 7 years,own,none,1,0 - 200 DM,< 100 DM,6361,18,furniture/equipment,critical account/other credits existing (outside this bank),2.0,0
661,23,male,married/widowed,skilled employee,1 - 4 years,rent,none,1,>= 200 DM,< 100 DM,1297,12,radio/television,existing credits paid back duly,3.0,0
662,23,male,married/widowed,skilled employee,1 - 4 years,own,none,1,< 0 DM,unknown/no savings,900,12,car (new),existing credits paid back duly,4.0,1
663,50,male,single,skilled employee,> 7 years,own,none,1,no account,< 100 DM,2241,21,furniture/equipment,existing credits paid back duly,4.0,0
664,35,male,single,highly skilled employee,unemployed,own,none,1,0 - 200 DM,< 100 DM,1050,6,furniture/equipment,delay paying off in the past,4.0,0
665,50,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,>= 200 DM,< 100 DM,1047,6,education,critical account/other credits existing (outside this bank),2.0,0
666,27,male,single,highly skilled employee,unemployed,own,co-applicant,1,no account,< 100 DM,6314,24,other,critical account/other credits existing (outside this bank),4.0,0
667,34,male,single,skilled employee,1 - 4 years,own,none,2,0 - 200 DM,"> 1,000 DM",3496,30,furniture/equipment,all credits at this bank paid back duly,4.0,0
668,27,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,3609,48,business,all credits at this bank paid back duly,1.0,0
669,43,male,single,skilled employee,> 7 years,rent,co-applicant,1,< 0 DM,< 100 DM,4843,12,car (new),critical account/other credits existing (outside this bank),3.0,1
670,47,male,single,skilled employee,> 7 years,own,none,1,>= 200 DM,< 100 DM,3017,30,radio/television,critical account/other credits existing (outside this bank),4.0,0
671,27,male,single,unskilled employee,1 - 4 years,own,none,1,no account,100 - 500 DM,4139,24,business,critical account/other credits existing (outside this bank),3.0,0
672,31,male,single,skilled employee,4 - 7 years,own,none,1,no account,100 - 500 DM,5742,36,business,existing credits paid back duly,2.0,0
673,42,male,single,highly skilled employee,> 7 years,own,none,1,no account,< 100 DM,10366,60,car (new),existing credits paid back duly,2.0,0
674,24,male,married/widowed,skilled employee,1 - 4 years,own,none,1,no account,"500 - 1,000 DM",2080,6,car (new),critical account/other credits existing (outside this bank),1.0,0
675,41,male,single,unskilled employee,< 1 year,own,none,2,no account,"500 - 1,000 DM",2580,21,business,delay paying off in the past,4.0,1
676,26,female,non-single/single,highly skilled employee,4 - 7 years,rent,none,1,no account,< 100 DM,4530,30,radio/television,critical account/other credits existing (outside this bank),4.0,0
677,33,male,single,skilled employee,> 7 years,own,none,1,no account,< 100 DM,5150,24,furniture/equipment,critical account/other credits existing (outside this bank),4.0,0
678,24,male,married/widowed,skilled employee,1 - 4 years,own,none,1,0 - 200 DM,100 - 500 DM,5595,72,radio/television,existing credits paid back duly,2.0,1
679,64,male,single,unskilled employee,> 7 years,rent,none,1,< 0 DM,< 100 DM,2384,24,radio/television,existing credits paid back duly,4.0,0
680,26,female,non-single/single,skilled employee,< 1 year,own,none,1,no account,< 100 DM,1453,18,radio/television,existing credits paid back duly,3.0,0
681,56,female,non-single/single,skilled employee,< 1 year,own,none,1,no account,< 100 DM,1538,6,education,existing credits paid back duly,1.0,0
682,37,male,single,skilled employee,1 - 4 years,for free,none,1,no account,unknown/no savings,2279,12,radio/television,existing credits paid back duly,4.0,0
683,33,male,married/widowed,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1478,15,radio/television,delay paying off in the past,4.0,0
684,47,male,married/widowed,skilled employee,< 1 year,for free,none,1,no account,< 100 DM,5103,24,radio/television,critical account/other credits existing (outside this bank),3.0,0
685,31,male,single,unskilled employee,4 - 7 years,own,none,2,0 - 200 DM,100 - 500 DM,9857,36,business,delay paying off in the past,1.0,0
686,34,male,single,skilled employee,1 - 4 years,for free,none,2,no account,unknown/no savings,6527,60,car (new),existing credits paid back duly,4.0,0
687,27,male,single,skilled employee,4 - 7 years,own,none,1,>= 200 DM,unknown/no savings,1347,10,radio/television,critical account/other credits existing (outside this bank),4.0,0
688,30,male,single,skilled employee,> 7 years,for free,none,1,0 - 200 DM,100 - 500 DM,2862,36,car (new),delay paying off in the past,4.0,0
689,35,male,single,skilled employee,> 7 years,own,co-applicant,1,no account,100 - 500 DM,2753,9,radio/television,existing credits paid back duly,3.0,0
690,31,male,single,skilled employee,1 - 4 years,own,none,2,< 0 DM,"> 1,000 DM",3651,12,car (new),existing credits paid back duly,1.0,0
691,25,male,divorved/separated,skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,975,15,furniture/equipment,critical account/other credits existing (outside this bank),2.0,0
692,25,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,0 - 200 DM,100 - 500 DM,2631,15,repairs,existing credits paid back duly,3.0,0
693,29,male,single,skilled employee,< 1 year,own,none,1,0 - 200 DM,100 - 500 DM,2896,24,radio/television,existing credits paid back duly,2.0,0
694,44,male,single,unskilled employee,< 1 year,own,none,2,< 0 DM,unknown/no savings,4716,6,car (new),critical account/other credits existing (outside this bank),1.0,0
695,28,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,2284,24,radio/television,existing credits paid back duly,4.0,0
696,50,male,single,skilled employee,1 - 4 years,rent,none,1,no account,"500 - 1,000 DM",1236,6,car (used),existing credits paid back duly,2.0,0
697,29,male,single,skilled employee,4 - 7 years,own,gurantor,1,0 - 200 DM,< 100 DM,1103,12,radio/television,existing credits paid back duly,4.0,0
698,38,female,non-single/single,unemployed,unemployed,own,none,1,no account,< 100 DM,926,12,car (new),critical account/other credits existing (outside this bank),1.0,0
699,24,male,single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,1800,18,radio/television,critical account/other credits existing (outside this bank),4.0,0
700,40,male,single,highly skilled employee,> 7 years,rent,none,1,>= 200 DM,< 100 DM,1905,15,education,existing credits paid back duly,4.0,0
701,29,female,non-single/single,unskilled employee,1 - 4 years,rent,none,1,no account,"500 - 1,000 DM",1123,12,furniture/equipment,existing credits paid back duly,4.0,1
702,46,male,single,skilled employee,> 7 years,for free,none,1,< 0 DM,< 100 DM,6331,48,car (used),critical account/other credits existing (outside this bank),4.0,1
703,47,female,non-single/single,skilled employee,> 7 years,for free,none,1,>= 200 DM,100 - 500 DM,1377,24,radio/television,existing credits paid back duly,4.0,0
704,41,male,single,skilled employee,> 7 years,own,none,1,0 - 200 DM,100 - 500 DM,2503,30,business,delay paying off in the past,4.0,0
705,32,female,non-single/single,skilled employee,< 1 year,own,none,2,0 - 200 DM,< 100 DM,2528,27,business,existing credits paid back duly,4.0,0
706,35,female,non-single/single,skilled employee,> 7 years,for free,none,1,no account,"500 - 1,000 DM",5324,15,car (new),existing credits paid back duly,1.0,0
707,24,male,single,skilled employee,4 - 7 years,own,none,1,0 - 200 DM,100 - 500 DM,6560,48,car (new),existing credits paid back duly,3.0,1
708,25,female,non-single/single,skilled employee,< 1 year,rent,none,1,0 - 200 DM,< 100 DM,2969,12,furniture/equipment,no credits/paid back duly,4.0,1
709,25,female,non-single/single,skilled employee,> 7 years,own,none,1,0 - 200 DM,< 100 DM,1206,9,radio/television,existing credits paid back duly,4.0,0
710,37,male,single,unskilled employee,1 - 4 years,own,none,2,0 - 200 DM,< 100 DM,2118,9,radio/television,existing credits paid back duly,2.0,0
711,32,male,single,highly skilled employee,> 7 years,own,none,1,no account,"500 - 1,000 DM",629,18,radio/television,critical account/other credits existing (outside this bank),4.0,0
712,35,female,non-single/single,skilled employee,> 7 years,for free,none,1,< 0 DM,< 100 DM,1198,6,education,all credits at this bank paid back duly,4.0,1
713,46,male,single,highly skilled employee,> 7 years,own,none,1,no account,unknown/no savings,2476,21,car (used),existing credits paid back duly,4.0,0
714,25,male,single,unskilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,1138,9,radio/television,critical account/other credits existing (outside this bank),4.0,0
715,27,male,single,highly skilled employee,4 - 7 years,own,none,1,0 - 200 DM,< 100 DM,14027,60,car (new),existing credits paid back duly,4.0,1
716,63,male,single,skilled employee,> 7 years,own,none,1,no account,unknown/no savings,7596,30,car (used),critical account/other credits existing (outside this bank),1.0,0
717,40,male,single,skilled employee,> 7 years,own,none,2,no account,unknown/no savings,3077,30,radio/television,critical account/other credits existing (outside this bank),3.0,0
718,32,male,single,highly skilled employee,1 - 4 years,for free,none,1,no account,< 100 DM,1505,18,radio/television,existing credits paid back duly,4.0,0
719,31,male,single,skilled employee,1 - 4 years,own,none,1,>= 200 DM,unknown/no savings,3148,24,radio/television,critical account/other credits existing (outside this bank),3.0,0
720,31,male,married/widowed,skilled employee,> 7 years,own,none,1,0 - 200 DM,100 - 500 DM,6148,20,car (used),no credits/paid back duly,3.0,0
721,34,male,single,highly skilled employee,< 1 year,own,none,1,>= 200 DM,< 100 DM,1337,9,radio/television,no credits/paid back duly,4.0,1
722,24,female,non-single/single,skilled employee,< 1 year,rent,none,2,0 - 200 DM,"> 1,000 DM",433,6,education,all credits at this bank paid back duly,4.0,1
723,24,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,1228,12,car (new),existing credits paid back duly,4.0,1
724,66,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,0 - 200 DM,"500 - 1,000 DM",790,9,radio/television,existing credits paid back duly,4.0,0
725,21,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,no account,< 100 DM,2570,27,car (new),existing credits paid back duly,3.0,1
726,41,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,no account,"> 1,000 DM",250,6,car (new),critical account/other credits existing (outside this bank),2.0,0
727,47,male,married/widowed,unskilled employee,1 - 4 years,own,none,1,no account,"500 - 1,000 DM",1316,15,radio/television,critical account/other credits existing (outside this bank),2.0,0
728,25,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,< 0 DM,< 100 DM,1882,18,radio/television,existing credits paid back duly,4.0,1
729,59,female,non-single/single,skilled employee,> 7 years,rent,none,1,0 - 200 DM,< 100 DM,6416,48,business,all credits at this bank paid back duly,4.0,1
730,36,male,divorved/separated,skilled employee,1 - 4 years,own,none,1,>= 200 DM,"> 1,000 DM",1275,24,business,critical account/other credits existing (outside this bank),2.0,0
731,33,male,single,skilled employee,< 1 year,own,none,1,0 - 200 DM,< 100 DM,6403,24,radio/television,delay paying off in the past,1.0,0
732,21,male,single,unskilled employee,1 - 4 years,rent,none,2,< 0 DM,< 100 DM,1987,24,radio/television,existing credits paid back duly,2.0,1
733,44,female,non-single/single,unskilled employee,4 - 7 years,own,gurantor,1,0 - 200 DM,< 100 DM,760,8,radio/television,existing credits paid back duly,4.0,0
734,28,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,no account,"> 1,000 DM",2603,24,car (used),existing credits paid back duly,2.0,0
735,37,female,non-single/single,skilled employee,4 - 7 years,own,none,2,no account,< 100 DM,3380,4,car (new),critical account/other credits existing (outside this bank),1.0,0
736,29,female,non-single/single,unemployed,< 1 year,own,none,1,0 - 200 DM,unknown/no savings,3990,36,domestic appliance,all credits at this bank paid back duly,3.0,0
737,23,female,non-single/single,highly skilled employee,1 - 4 years,rent,none,1,0 - 200 DM,< 100 DM,11560,24,car (used),existing credits paid back duly,1.0,1
738,35,male,single,unskilled employee,1 - 4 years,own,none,2,< 0 DM,100 - 500 DM,4380,18,car (new),existing credits paid back duly,3.0,0
739,45,male,single,highly skilled employee,4 - 7 years,own,none,2,no account,< 100 DM,6761,6,car (new),critical account/other credits existing (outside this bank),1.0,0
740,26,female,non-single/single,unskilled employee,1 - 4 years,rent,none,1,0 - 200 DM,100 - 500 DM,4280,30,business,no credits/paid back duly,4.0,1
741,32,male,single,skilled employee,4 - 7 years,own,none,1,< 0 DM,100 - 500 DM,2325,24,car (new),all credits at this bank paid back duly,2.0,0
742,23,male,single,unskilled employee,1 - 4 years,own,none,1,0 - 200 DM,< 100 DM,1048,10,radio/television,all credits at this bank paid back duly,4.0,0
743,41,male,single,skilled employee,> 7 years,own,none,1,no account,unknown/no savings,3160,21,radio/television,existing credits paid back duly,4.0,0
744,22,male,single,skilled employee,1 - 4 years,own,none,1,< 0 DM,"500 - 1,000 DM",2483,24,furniture/equipment,all credits at this bank paid back duly,4.0,0
745,30,male,single,highly skilled employee,4 - 7 years,own,none,1,< 0 DM,unknown/no savings,14179,39,furniture/equipment,critical account/other credits existing (outside this bank),4.0,0
746,28,male,single,unskilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,1797,13,business,critical account/other credits existing (outside this bank),3.0,0
747,23,female,non-single/single,skilled employee,unemployed,rent,none,1,< 0 DM,< 100 DM,2511,15,car (new),existing credits paid back duly,1.0,0
748,37,female,non-single/single,unskilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,1274,12,car (new),existing credits paid back duly,3.0,1
749,26,male,single,skilled employee,1 - 4 years,own,none,1,no account,unknown/no savings,5248,21,car (used),existing credits paid back duly,1.0,0
750,33,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,3029,15,car (used),existing credits paid back duly,2.0,0
751,49,female,non-single/single,skilled employee,> 7 years,own,none,1,< 0 DM,< 100 DM,428,6,furniture/equipment,existing credits paid back duly,2.0,0
752,23,female,non-single/single,unskilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,976,18,car (new),existing credits paid back duly,1.0,1
753,23,female,non-single/single,unskilled employee,4 - 7 years,rent,none,1,0 - 200 DM,100 - 500 DM,841,12,business,existing credits paid back duly,2.0,0
754,25,female,non-single/single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,5771,30,radio/television,critical account/other credits existing (outside this bank),4.0,0
755,55,male,single,skilled employee,> 7 years,for free,none,2,no account,"> 1,000 DM",1555,12,repairs,delay paying off in the past,4.0,1
756,32,female,non-single/single,skilled employee,4 - 7 years,rent,none,1,< 0 DM,unknown/no savings,1285,24,car (new),existing credits paid back duly,4.0,1
757,74,male,single,unemployed,1 - 4 years,own,none,2,>= 200 DM,< 100 DM,1299,6,car (new),critical account/other credits existing (outside this bank),1.0,0
758,39,male,single,skilled employee,1 - 4 years,for free,none,1,>= 200 DM,unknown/no savings,1271,15,radio/television,critical account/other credits existing (outside this bank),3.0,1
759,31,male,single,skilled employee,1 - 4 years,own,gurantor,1,no account,< 100 DM,1393,24,car (new),existing credits paid back duly,2.0,0
760,35,male,single,skilled employee,> 7 years,own,none,1,< 0 DM,< 100 DM,691,12,car (new),critical account/other credits existing (outside this bank),4.0,1
761,59,female,non-single/single,skilled employee,> 7 years,own,none,1,no account,unknown/no savings,5045,15,car (new),critical account/other credits existing (outside this bank),1.0,0
762,24,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,< 0 DM,< 100 DM,2124,18,furniture/equipment,critical account/other credits existing (outside this bank),4.0,1
763,24,male,single,unskilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,2214,12,radio/television,existing credits paid back duly,4.0,0
764,30,male,single,highly skilled employee,> 7 years,for free,none,1,no account,unknown/no savings,12680,21,car (new),critical account/other credits existing (outside this bank),4.0,1
765,27,male,married/widowed,skilled employee,4 - 7 years,own,none,1,no account,100 - 500 DM,2463,24,car (new),critical account/other credits existing (outside this bank),4.0,0
766,40,male,married/widowed,unskilled employee,> 7 years,own,gurantor,1,0 - 200 DM,< 100 DM,1155,12,radio/television,existing credits paid back duly,3.0,0
767,31,male,divorved/separated,unskilled employee,< 1 year,own,none,1,< 0 DM,< 100 DM,3108,30,furniture/equipment,existing credits paid back duly,2.0,1
768,31,female,non-single/single,skilled employee,< 1 year,rent,none,1,no account,unknown/no savings,2901,10,car (used),existing credits paid back duly,1.0,0
769,28,male,single,skilled employee,> 7 years,rent,none,1,0 - 200 DM,< 100 DM,3617,12,furniture/equipment,critical account/other credits existing (outside this bank),1.0,0
770,63,male,single,unskilled employee,> 7 years,own,none,1,no account,< 100 DM,1655,12,radio/television,critical account/other credits existing (outside this bank),2.0,0
771,26,female,non-single/single,skilled employee,> 7 years,rent,none,1,< 0 DM,unknown/no savings,2812,24,car (used),existing credits paid back duly,2.0,0
772,25,female,non-single/single,highly skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,8065,36,education,critical account/other credits existing (outside this bank),3.0,1
773,36,male,single,highly skilled employee,> 7 years,own,none,1,no account,< 100 DM,3275,21,car (used),critical account/other credits existing (outside this bank),1.0,0
774,52,male,single,skilled employee,> 7 years,own,none,1,no account,100 - 500 DM,2223,24,radio/television,critical account/other credits existing (outside this bank),4.0,0
775,66,male,single,unemployed,unemployed,for free,none,1,>= 200 DM,"500 - 1,000 DM",1480,12,car (new),critical account/other credits existing (outside this bank),2.0,0
776,25,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,< 0 DM,unknown/no savings,1371,24,car (new),existing credits paid back duly,4.0,1
777,37,male,single,skilled employee,4 - 7 years,own,none,1,no account,< 100 DM,3535,36,car (new),critical account/other credits existing (outside this bank),4.0,0
778,25,female,non-single/single,skilled employee,4 - 7 years,own,gurantor,1,< 0 DM,< 100 DM,3509,18,radio/television,existing credits paid back duly,4.0,0
